,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks
,0,1,2,3
Timestamp,,,,
1737804030000,0.0,,,
1737804035000,1401.3833333333,,,
1737804040000,4488.38333333,,,
1737804045000,12204.4,,,
1737804050000,15102.7,,,
1737804055000,19112.25,,,
1737804060000,23671.2,,,
1737804065000,29040.88333333,,,
1737804070000,29040.88333333,,,
1737804075000,34899.95,,,
1737804080000,34984.48333333,,,
1737804085000,41100.13333333,,,
1737804090000,41100.13333333,,,
1737804095000,41549.05,,,
1737804100000,42129.2,,,
1737804105000,34413.18333333,,,
1737804110000,37563.15,,,
1737804115000,33553.6,,,
1737804120000,31446.3,,,
1737804125000,29770.4,,,
1737804130000,29770.4,,,
1737804135000,25406.566666659997,,,
1737804140000,32913.13333333,,,
1737804145000,34459.8,,,
1737804150000,40259.63333333,,,
1737804155000,44106.83333333,,,
1737804160000,46443.58333333,,,
1737804165000,49206.233333330005,,,
1737804170000,46272.33333333,,,
1737804175000,46272.33333333,,,
1737804180000,49830.91666666001,,,
1737804185000,46137.13333333,,,
1737804190000,47786.78333333,,,
1737804195000,46291.55,,,
1737804200000,38700.45,,,
1737804205000,33622.86666666,,,
1737804210000,33329.03333333,,,
1737804215000,33938.983333330005,,,
1737804220000,35795.733333330005,,,
1737804225000,39069.2,,,
1737804230000,41696.7,,,
1737804235000,41696.7,,,
1737804240000,41959.55,,,
1737804245000,41959.55,,,
1737804250000,43988.66666666,,,
1737804255000,46028.4,,,
1737804260000,46369.91666666001,,,
1737804265000,44299.85,,,
1737804270000,38793.85,,,
1737804275000,35421.76666666,,,
1737804280000,,,,
1737804305000,0.0,0.0,,
1737804310000,0.0,5412.41666667,,
1737804315000,10257.45,11314.033333329999,,
1737804320000,16545.36666666,17305.63333333,,
1737804325000,18391.83333333,20164.41666666,,
1737804330000,20594.05,20665.9,,
1737804335000,20739.11666666,20929.05,,
1737804340000,24882.316666659997,26039.333333330003,,
1737804345000,30547.316666659997,32512.583333330003,,
1737804350000,36559.966666659995,39039.26666666,,
1737804355000,39252.05,40027.03333333,,
1737804360000,42093.26666666,41915.33333333,,
1737804365000,44949.1,44781.85,,
1737804370000,47930.88333333,42234.483333330005,,
1737804375000,38906.66666666,39202.18333333,,
1737804380000,34403.95,35913.78333333,,
1737804385000,35054.78333333,33595.85,,
1737804390000,36016.65,35692.233333330005,,
1737804395000,38760.3,38319.66666666,,
1737804400000,35519.26666666,34097.733333330005,,
1737804405000,30096.9,29128.8,,
1737804410000,30593.7,29029.21666666,,
1737804415000,34301.93333333,33585.13333333,,
1737804420000,36779.58333333,36814.53333333,,
1737804425000,34797.8,37269.56666666,,
1737804430000,34486.65,35586.25,,
1737804435000,35772.5,34032.733333330005,,
1737804440000,37277.33333333,34661.41666666,,
1737804445000,37333.91666666,36626.16666666,,
1737804450000,36045.2,37176.8,,
1737804455000,34743.983333330005,37053.88333333,,
1737804460000,36348.716666659995,36981.03333333,,
1737804465000,38862.28333333,37435.78333333,,
1737804470000,34601.76666666,33270.08333333,,
1737804475000,28201.45,27794.35,,
1737804480000,27823.48333333,28011.5,,
1737804485000,32722.71666666,31965.25,,
1737804490000,35879.81666666,37438.3,,
1737804495000,36424.38333333,36585.03333333,,
1737804500000,36292.51666666,36108.483333330005,,
1737804505000,36879.61666666,36701.25,,
1737804510000,37140.75,36657.83333333,,
1737804515000,36677.86666666,35595.95,,
1737804520000,37028.85,36089.91666666,,
1737804525000,37204.03333333,37001.66666666,,
1737804530000,37454.233333330005,37263.93333333,,
1737804535000,40003.483333330005,39734.466666659995,,
1737804540000,36510.88333333,35854.63333333,,
1737804545000,30737.6,28707.066666659997,,
1737804550000,28680.316666659997,27031.816666659997,,
1737804555000,30331.95,,,
1737804560000,,,,
1737804580000,0.0,0.0,0.0,
1737804585000,2831.8666666666,3264.35,0.0,
1737804590000,8913.133333329999,8857.01666666,6910.733333329999,
1737804595000,13236.7,13021.05,11121.5,
1737804600000,14632.75,14376.283333329999,14083.08333333,
1737804605000,17135.11666666,16884.9,16820.766666659998,
1737804610000,17740.21666666,17434.1,17374.68333333,
1737804615000,20218.8,21346.35,18719.71666666,
1737804620000,26557.86666666,27378.266666659998,25419.1,
1737804625000,31812.333333330003,31294.7,29319.73333333,
1737804630000,33593.83333333,33039.65,31685.583333330003,
1737804635000,36077.51666666,35482.75,35043.3,
1737804640000,37777.78333333,37193.63333333,37063.91666666,
1737804645000,37160.5,36573.36666666,39171.51666666,
1737804650000,33072.08333333,33778.88333333,33912.9,
1737804655000,31513.71666666,31866.05,31934.98333333,
1737804660000,33032.08333333,32516.9,30869.96666666,
1737804665000,32423.23333333,31856.11666666,30926.2,
1737804670000,34232.93333333,33688.15,33552.233333330005,
1737804675000,33715.31666666,31919.85,34111.41666666,
1737804680000,29162.083333330003,27417.46666666,29164.316666659997,
1737804685000,25241.71666666,25937.78333333,25744.48333333,
1737804690000,29932.35,29919.75,28931.73333333,
1737804695000,31963.46666666,31440.266666659998,30294.85,
1737804700000,31877.3,32094.96666666,31168.566666659997,
1737804705000,32660.0,32909.58333333,31251.85,
1737804710000,33601.43333333,32320.35,31836.05,
1737804715000,33209.35,31787.66666666,31825.2,
1737804720000,32133.1,31572.55,33104.13333333,
1737804725000,32217.333333330003,31673.683333330002,32355.8,
1737804730000,31976.91666666,31470.96666666,31317.083333330003,
1737804735000,32274.133333330003,32016.48333333,31616.28333333,
1737804740000,32678.78333333,32749.766666659998,31580.36666666,
1737804745000,34356.16666666,33080.56666666,33311.716666659995,
1737804750000,28678.583333330003,27729.75,29713.3,
1737804755000,25446.833333330003,25766.833333330003,25227.41666666,
1737804760000,29442.15,29828.316666659997,28521.016666659998,
1737804765000,32280.433333330002,30474.28333333,31083.05,
1737804770000,31657.633333330003,30519.1,32386.683333330002,
1737804775000,31476.46666666,31224.4,32308.95,
1737804780000,31932.2,32230.16666666,31151.03333333,
1737804785000,33042.3,32927.81666666,30936.96666666,
1737804790000,33403.36666666,32826.35,30898.7,
1737804795000,33189.7,32145.25,31556.2,
1737804800000,32653.86666666,31525.2,32440.11666666,
1737804805000,31616.48333333,30925.98333333,32148.53333333,
1737804810000,32686.65,33694.733333330005,32018.36666666,
1737804815000,34019.716666659995,33962.51666666,34023.33333333,
1737804820000,31036.15,28877.4,29968.883333330003,
1737804825000,25200.583333330003,25026.65,25960.133333330003,
1737804830000,,,22936.7,
1737804835000,,,,
1737804855000,0.0,0.0,0.0,0.0
1737804860000,2089.6833333333,0.0,1683.2166666666,1063.6
1737804865000,7547.68333333,4714.03333333,6935.7,6506.33333333
1737804870000,10868.6,9282.61666666,10390.31666666,9239.58333333
1737804875000,12210.05,11131.35,12168.06666666,12070.26666666
1737804880000,14556.58333333,13532.33333333,14155.0,13625.48333333
1737804885000,16683.96666666,15156.63333333,16629.13333333,16508.1
1737804890000,17405.78333333,17081.66666666,17370.48333333,16999.26666666
1737804895000,22070.65,20047.65,21824.5,21435.98333333
1737804900000,27553.2,25697.11666666,27243.45,26165.06666666
1737804905000,28939.63333333,27958.23333333,28842.75,28625.2
1737804910000,31816.36666666,30251.1,31707.38333333,30098.65
1737804915000,33225.1,32246.96666666,33115.01666666,32863.83333333
1737804920000,33642.4,34488.25,33723.73333333,33484.28333333
1737804925000,30293.68333333,31509.71666666,30783.3,30935.01666666
1737804930000,29665.23333333,29655.73333333,29436.71666666,29498.28333333
1737804935000,29737.76666666,29382.2,29643.28333333,29421.86666666
1737804940000,29666.3,30040.76666666,29765.433333330002,29726.133333330003
1737804945000,29883.8,29823.7,29773.96666666,29551.316666659997
1737804950000,31449.46666666,30803.3,30945.28333333,30642.73333333
1737804955000,29191.65,29307.3,29269.16666666,28851.883333330003
1737804960000,24461.05,26012.5,24604.633333330003,25282.86666666
1737804965000,27379.433333330002,25265.98333333,26729.03333333,25721.633333330003
1737804970000,29658.45,27895.083333330003,29181.98333333,29826.41666666
1737804975000,30444.883333330003,29786.083333330003,30350.2,30112.133333330003
1737804980000,29675.816666659997,30307.883333330003,29778.5,29912.066666659997
1737804985000,30212.21666666,29852.266666659998,30102.11666666,29076.66666666
1737804990000,28920.61666666,30029.66666666,29402.133333330003,29970.11666666
1737804995000,30514.16666666,29994.71666666,30404.1,30089.16666666
1737805000000,30015.433333330002,29820.66666666,29880.91666666,29660.7
1737805005000,30354.41666666,29972.883333330003,30270.1,29812.45
1737805010000,29934.433333330002,29794.083333330003,29851.2,29627.35
1737805015000,30160.0,30007.833333330003,30068.78333333,30263.2
1737805020000,30961.28333333,30558.45,30852.066666659997,30390.28333333
1737805025000,29479.98333333,30678.66666666,29951.23333333,30101.833333330003
1737805030000,24922.75,27748.766666659998,25214.23333333,25519.71666666
1737805035000,26677.11666666,25539.933333330002,26172.7,25879.78333333
1737805040000,30438.71666666,28900.05,30359.23333333,29337.91666666
1737805045000,30546.3,30639.0,30466.4,30431.6
1737805050000,30742.516666659998,29874.66666666,30648.86666666,30405.48333333
1737805055000,30581.15,30421.61666666,30392.95,29157.2
1737805060000,30266.266666659998,30297.48333333,30140.48333333,30131.03333333
1737805065000,30134.95,30320.73333333,29783.633333330003,29342.15
1737805070000,29860.75,29372.133333330003,30126.41666666,30194.61666666
1737805075000,30057.21666666,30257.11666666,29963.11666666,28964.2
1737805080000,30051.183333330002,30158.833333330003,29984.066666659997,29993.566666659997
1737805085000,30034.53333333,29862.133333330003,29940.266666659998,29274.2
1737805090000,31226.61666666,30467.333333330003,31147.583333330003,30893.583333330003
1737805095000,30254.833333330003,30622.883333330003,30363.883333330003,29595.86666666
1737805100000,25494.333333330003,26957.98333333,,
1737805105000,,,,
