Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 1)","('flink_taskmanager_job_task_numRecordsInPerSecond', 2)","('flink_taskmanager_job_task_numRecordsInPerSecond', 3)","('flink_taskmanager_job_task_numRecordsInPerSecond', 4)","('flink_taskmanager_job_task_numRecordsInPerSecond', 5)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 2)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 3)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 4)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 5)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 0)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
0,0.0,,,,,,,,,,,,0.0,-1.0,-1.0,1
5,0.0,,,,,,1000.0,,,,,,0.0,1381.0,14.0,1
10,0.0,,,,,,35.0,,,,,,0.0,1381.0,11.0,1
15,0.0,,,,,,0.0,,,,,,0.0,1381.0,367.0,1
20,122.9,,,,,,92.0,,,,,,0.0,1381.0,41.0,1
25,796.7833333333,,,,,,200.0,,,,,,0.0,1381.0,16.0,1
30,1542.4833333333,,,,,,243.0,,,,,,53.0,1381.0,391.0,1
35,3404.4,,,,,,369.0,,,,,,204.0,1381.0,375.0,1
40,5279.23333333,,,,,,460.0,,,,,,313.0,1381.0,357.0,1
45,7152.78333333,,,,,,527.0,,,,,,393.0,1381.0,373.0,1
50,8914.01666666,,,,,,580.0,,,,,,457.0,1381.0,370.0,1
55,10824.96666666,,,,,,622.0,,,,,,507.0,1381.0,369.0,1
60,12532.98333333,,,,,,656.0,,,,,,546.0,1381.0,358.0,1
65,14333.61666666,,,,,,685.0,,,,,,580.0,1381.0,366.0,1
70,16221.51666666,,,,,,765.0,,,,,,658.0,1381.0,402.0,1
75,18119.81666666,,,,,,852.0,,,,,,739.0,1381.0,358.0,1
80,19830.68333333,,,,,,912.0,,,,,,818.0,1381.0,340.0,1
85,21021.9,,,,,,952.0,,,,,,897.0,1381.0,350.0,1
90,21868.25,,,,,,1000.0,,,,,,956.0,1381.0,375.0,1
95,21886.05,,,,,,1000.0,,,,,,957.0,1381.0,350.0,1
100,21904.11666666,,,,,,1000.0,,,,,,957.0,1381.0,385.0,1
105,21949.61666666,,,,,,1000.0,,,,,,955.0,1381.0,337.0,1
110,22157.56666666,,,,,,1000.0,,,,,,956.0,1381.0,331.0,1
115,22212.8,,,,,,1000.0,,,,,,956.0,1381.0,358.0,1
120,22462.05,,,,,,1000.0,,,,,,958.0,1381.0,340.0,1
125,22507.5,,,,,,1000.0,,,,,,958.0,1381.0,325.0,1
130,22552.8,,,,,,1000.0,,,,,,959.0,1381.0,344.0,1
135,22615.18333333,,,,,,1000.0,,,,,,957.0,1381.0,329.0,1
140,22684.7,,,,,,1000.0,,,,,,957.0,1381.0,363.0,1
145,22801.83333333,,,,,,1000.0,,,,,,958.0,1381.0,345.0,1
150,23185.56666666,,,,,,1000.0,,,,,,956.0,1381.0,359.0,1
155,23297.5,,,,,,1000.0,,,,,,955.0,1381.0,344.0,1
160,23360.4,,,,,,1000.0,,,,,,954.0,1381.0,347.0,1
165,23371.78333333,,,,,,1000.0,,,,,,955.0,1381.0,337.0,1
170,23369.25,,,,,,1000.0,,,,,,953.0,1381.0,384.0,1
175,23362.23333333,,,,,,1000.0,,,,,,952.0,1381.0,345.0,1
180,23382.13333333,,,,,,1000.0,,,,,,951.0,1381.0,325.0,1
185,23522.33333333,,,,,,1000.0,,,,,,950.0,1381.0,325.0,1
190,23563.43333333,,,,,,1000.0,,,,,,950.0,1381.0,362.0,1
195,23555.73333333,,,,,,1000.0,,,,,,950.0,1381.0,331.0,1
200,23590.48333333,,,,,,1000.0,,,,,,950.0,1381.0,328.0,1
205,23578.26666666,,,,,,1000.0,,,,,,951.0,1381.0,330.0,1
210,23592.5,,,,,,1000.0,,,,,,950.0,1381.0,350.0,1
215,23573.76666666,,,,,,1000.0,,,,,,949.0,1381.0,331.0,1
220,23552.55,,,,,,1000.0,,,,,,948.0,1381.0,333.0,1
225,23617.66666666,,,,,,1000.0,,,,,,949.0,1381.0,335.0,1
230,23631.65,,,,,,1000.0,,,,,,950.0,1381.0,339.0,1
235,23647.55,,,,,,1000.0,,,,,,950.0,1381.0,338.0,1
240,23494.83333333,,,,,,1000.0,,,,,,951.0,1381.0,327.0,1
245,23470.88333333,,,,,,1000.0,,,,,,950.0,1381.0,349.0,1
250,23480.65,,,,,,1000.0,,,,,,951.0,1381.0,373.0,1
255,23447.48333333,,,,,,1000.0,,,,,,953.0,1381.0,540.0,1
260,23299.35,,,,,,1000.0,,,,,,952.0,1381.0,335.0,1
265,23293.38333333,,,,,,1000.0,,,,,,952.0,1381.0,326.0,1
270,23296.01666666,,,,,,1000.0,,,,,,951.0,1381.0,334.0,1
275,23307.5,,,,,,1000.0,,,,,,952.0,1381.0,329.0,1
280,23327.43333333,,,,,,1000.0,,,,,,955.0,1381.0,336.0,1
285,23304.96666666,,,,,,1000.0,,,,,,954.0,1381.0,380.0,1
290,23286.766666659998,,,,,,1000.0,,,,,,955.0,1381.0,339.0,1
295,23273.03333333,,,,,,1000.0,,,,,,955.0,1381.0,458.0,1
300,23390.55,,,,,,1000.0,,,,,,954.0,1381.0,342.0,1
305,23421.3,,,,,,1000.0,,,,,,954.0,1381.0,348.0,1
310,23359.083333330003,,,,,,1000.0,,,,,,954.0,1381.0,357.0,1
315,23361.883333330003,,,,,,1000.0,,,,,,953.0,1381.0,324.0,1
320,23534.766666659998,,,,,,1000.0,,,,,,954.0,1381.0,342.0,1
325,23520.36666666,,,,,,1000.0,,,,,,955.0,1381.0,344.0,1
330,23526.9,,,,,,1000.0,,,,,,956.0,1381.0,333.0,1
335,23519.96666666,,,,,,1000.0,,,,,,955.0,1381.0,366.0,1
340,23526.583333330003,,,,,,1000.0,,,,,,953.0,1381.0,333.0,1
345,23537.683333330002,,,,,,1000.0,,,,,,955.0,1381.0,323.0,1
350,23563.28333333,,,,,,1000.0,,,,,,952.0,1381.0,338.0,1
355,23592.266666659998,,,,,,1000.0,,,,,,955.0,1381.0,352.0,1
360,23633.66666666,,,,,,1000.0,,,,,,956.0,1381.0,326.0,1
365,23614.083333330003,,,,,,1000.0,,,,,,956.0,1381.0,336.0,1
370,23686.35,,,,,,1000.0,,,,,,956.0,1381.0,370.0,1
375,23733.683333330002,,,,,,1000.0,,,,,,954.0,,,1
380,,,,,,,,,,,,,,,,0
420,,0.0,,,,,,,,,,,,-1.0,-1.0,1
425,0.0,0.0,,,,,1000.0,1000.0,,,,,0.0,-1.0,-1.0,2
430,0.0,0.0,,,,,494.0,418.0,,,,,0.0,1381.0,502.0,2
435,645.05,785.8833333333,,,,,717.0,446.0,,,,,299.0,1381.0,362.0,2
440,2144.1166666666,2239.5,,,,,812.0,530.0,,,,,466.0,1381.0,387.0,2
445,3763.9,3877.31666667,,,,,859.0,585.0,,,,,558.0,1381.0,419.0,2
450,5407.3,5550.78333333,,,,,887.0,619.0,,,,,617.0,1381.0,403.0,2
455,7063.81666666,7184.183333329999,,,,,906.0,640.0,,,,,647.0,1381.0,485.0,2
460,8526.783333329999,8637.7,,,,,920.0,642.0,,,,,677.0,1381.0,393.0,2
465,10124.86666666,10222.783333329999,,,,,930.0,661.0,,,,,701.0,1381.0,463.0,2
470,11484.65,11632.73333333,,,,,938.0,658.0,,,,,719.0,1381.0,400.0,2
475,13055.883333329999,13199.783333329999,,,,,944.0,663.0,,,,,732.0,1381.0,346.0,2
480,14652.116666659998,14747.516666659998,,,,,949.0,669.0,,,,,737.0,1381.0,472.0,2
485,16347.33333333,16480.38333333,,,,,953.0,679.0,,,,,745.0,1381.0,405.0,2
490,17901.2,18044.55,,,,,995.0,703.0,,,,,811.0,1381.0,385.0,2
495,18983.38333333,18961.2,,,,,1000.0,728.0,,,,,828.0,1381.0,409.0,2
500,19199.3,19207.9,,,,,1000.0,734.0,,,,,835.0,1381.0,371.0,2
505,19142.566666659997,19147.9,,,,,1000.0,731.0,,,,,826.0,1381.0,372.0,2
510,19281.88333333,19275.85,,,,,1000.0,736.0,,,,,825.0,1381.0,363.0,2
515,19340.46666666,19371.21666666,,,,,1000.0,739.0,,,,,830.0,1381.0,366.0,2
520,19610.11666666,19596.95,,,,,1000.0,752.0,,,,,831.0,1381.0,623.0,2
525,19468.66666666,19510.266666659998,,,,,1000.0,742.0,,,,,824.0,1381.0,367.0,2
530,19787.016666659998,19763.38333333,,,,,1000.0,753.0,,,,,823.0,1381.0,366.0,2
535,19940.36666666,19944.516666659998,,,,,1000.0,760.0,,,,,823.0,1381.0,357.0,2
540,20005.35,20009.08333333,,,,,1000.0,759.0,,,,,825.0,1381.0,423.0,2
545,20066.61666666,20052.21666666,,,,,1000.0,759.0,,,,,828.0,1381.0,357.0,2
550,20157.516666659998,20132.55,,,,,1000.0,761.0,,,,,830.0,1381.0,374.0,2
555,20195.0,20203.85,,,,,1000.0,761.0,,,,,838.0,1381.0,385.0,2
560,20254.33333333,20256.1,,,,,1000.0,763.0,,,,,837.0,1381.0,354.0,2
565,20428.93333333,20438.11666666,,,,,1000.0,772.0,,,,,844.0,1381.0,398.0,2
570,20432.5,20421.733333329998,,,,,1000.0,771.0,,,,,844.0,1381.0,364.0,2
575,20468.63333333,20464.38333333,,,,,1000.0,772.0,,,,,848.0,1381.0,336.0,2
580,20521.38333333,20513.35,,,,,1000.0,766.0,,,,,847.0,1381.0,372.0,2
585,20846.95,20834.016666659998,,,,,1000.0,779.0,,,,,854.0,1381.0,366.0,2
590,20959.7,20980.2,,,,,1000.0,781.0,,,,,855.0,1381.0,336.0,2
595,21019.03333333,20995.233333329998,,,,,1000.0,785.0,,,,,856.0,1381.0,375.0,2
600,21127.35,21133.91666666,,,,,1000.0,791.0,,,,,863.0,1381.0,323.0,2
605,21080.516666659998,21087.93333333,,,,,1000.0,789.0,,,,,857.0,1381.0,342.0,2
610,21221.3,21237.36666666,,,,,1000.0,794.0,,,,,862.0,1381.0,335.0,2
615,21154.1,21152.18333333,,,,,1000.0,790.0,,,,,856.0,1381.0,343.0,2
620,21163.53333333,21148.233333329998,,,,,1000.0,791.0,,,,,859.0,1381.0,390.0,2
625,21204.45,21222.2,,,,,1000.0,791.0,,,,,863.0,1381.0,366.0,2
630,21206.16666666,21201.1,,,,,1000.0,790.0,,,,,869.0,1381.0,365.0,2
635,21202.95,21197.63333333,,,,,1000.0,790.0,,,,,866.0,1381.0,352.0,2
640,21204.93333333,21211.16666666,,,,,1000.0,790.0,,,,,869.0,1381.0,314.0,2
645,21227.18333333,21199.25,,,,,1000.0,790.0,,,,,868.0,1381.0,310.0,2
650,21181.33333333,21182.016666659998,,,,,1000.0,789.0,,,,,870.0,1381.0,350.0,2
655,21114.7,21110.316666659997,,,,,1000.0,783.0,,,,,873.0,1381.0,397.0,2
660,21109.3,21111.96666666,,,,,1000.0,784.0,,,,,870.0,1381.0,350.0,2
665,21183.65,21182.68333333,,,,,1000.0,787.0,,,,,875.0,1381.0,348.0,2
670,21190.5,21195.38333333,,,,,1000.0,787.0,,,,,874.0,1381.0,360.0,2
675,21252.766666659998,21272.96666666,,,,,1000.0,790.0,,,,,880.0,1381.0,587.0,2
680,21241.066666659997,21268.566666659997,,,,,1000.0,790.0,,,,,877.0,1381.0,394.0,2
685,21189.18333333,21189.13333333,,,,,1000.0,788.0,,,,,877.0,1381.0,386.0,2
690,21108.0,21112.95,,,,,1000.0,787.0,,,,,870.0,1381.0,402.0,2
695,21081.18333333,21065.066666659997,,,,,1000.0,787.0,,,,,868.0,1381.0,442.0,2
700,21012.91666666,21037.41666666,,,,,1000.0,787.0,,,,,865.0,1381.0,412.0,2
705,20975.85,21000.66666666,,,,,1000.0,787.0,,,,,861.0,1381.0,336.0,2
710,21015.483333329998,20998.15,,,,,1000.0,786.0,,,,,859.0,1381.0,334.0,2
715,21034.05,20997.9,,,,,1000.0,793.0,,,,,853.0,1381.0,366.0,2
720,21052.95,21044.93333333,,,,,1000.0,794.0,,,,,851.0,1381.0,354.0,2
725,21059.766666659998,21054.16666666,,,,,1000.0,795.0,,,,,850.0,1381.0,440.0,2
730,20999.4,21002.95,,,,,1000.0,793.0,,,,,846.0,1381.0,422.0,2
735,20975.5,20961.85,,,,,1000.0,793.0,,,,,842.0,1381.0,319.0,2
740,20960.5,20923.066666659997,,,,,1000.0,789.0,,,,,841.0,1381.0,360.0,2
745,21029.316666659997,21017.016666659998,,,,,1000.0,790.0,,,,,840.0,1381.0,337.0,2
750,20964.983333329998,20965.33333333,,,,,1000.0,786.0,,,,,843.0,1381.0,349.0,2
755,21038.41666666,21038.95,,,,,1000.0,788.0,,,,,843.0,1381.0,373.0,2
760,21100.516666659998,21081.38333333,,,,,1000.0,789.0,,,,,844.0,1381.0,465.0,2
765,21085.88333333,21102.11666666,,,,,1000.0,793.0,,,,,848.0,1381.0,392.0,2
770,21103.43333333,21099.25,,,,,1000.0,792.0,,,,,847.0,1381.0,363.0,2
775,21145.05,21208.83333333,,,,,1000.0,790.0,,,,,849.0,1381.0,329.0,2
780,21131.91666666,21114.8,,,,,1000.0,789.0,,,,,853.0,1381.0,346.0,2
785,21115.266666659998,21119.78333333,,,,,1000.0,791.0,,,,,857.0,1381.0,387.0,2
790,21102.08333333,21107.35,,,,,1000.0,793.0,,,,,856.0,1381.0,367.0,2
795,21148.18333333,21141.78333333,,,,,1000.0,794.0,,,,,855.0,1381.0,348.0,2
800,21193.483333329998,21203.316666659997,,,,,1000.0,797.0,,,,,856.0,1381.0,356.0,2
805,21182.4,21171.78333333,,,,,1000.0,797.0,,,,,858.0,1381.0,376.0,2
810,21319.483333329998,21320.25,,,,,1000.0,803.0,,,,,857.0,1381.0,367.0,2
815,21305.1,,,,,,1000.0,,,,,,859.0,,,1
820,,,,,,,,,,,,,,,,0
860,,0.0,0.0,,,,,1000.0,,,,,,-1.0,-1.0,2
865,0.0,28.433333333333,0.0,,,,1000.0,372.0,1000.0,,,,0.0,-1.0,-1.0,3
870,23.0,734.3833333333,10.4,,,,532.0,427.0,414.0,,,,0.0,1381.0,794.0,3
875,630.15,2034.0,680.4666666666,,,,766.0,515.0,380.0,,,,183.0,1381.0,404.0,3
880,2023.75,3576.16666667,1986.2666666666,,,,844.0,597.0,455.0,,,,327.0,1381.0,390.0,3
885,3568.63333333,5251.43333333,3562.85,,,,883.0,653.0,525.0,,,,386.0,1381.0,356.0,3
890,5164.21666667,6732.2,5176.88333333,,,,907.0,672.0,570.0,,,,430.0,1381.0,348.0,3
895,6639.066666670001,8401.8,6685.56666666,,,,922.0,700.0,591.0,,,,461.0,1381.0,380.0,3
900,8369.2,9868.51666666,8362.66666666,,,,934.0,718.0,615.0,,,,470.0,1381.0,343.0,3
905,9839.75,11467.93333333,9823.33333333,,,,942.0,734.0,625.0,,,,479.0,1381.0,221.0,3
910,11446.95,13077.08333333,11396.3,,,,948.0,745.0,637.0,,,,487.0,1381.0,454.0,3
915,13029.616666659998,14632.533333329999,13004.783333329999,,,,954.0,763.0,647.0,,,,491.0,1381.0,426.0,3
920,14553.783333329999,16226.41666666,14584.16666666,,,,958.0,770.0,657.0,,,,503.0,1381.0,410.0,3
925,16201.75,17817.233333329998,16183.7,,,,961.0,809.0,663.0,,,,508.0,1381.0,689.0,3
930,17744.4,18801.2,17764.766666659998,,,,1000.0,844.0,689.0,,,,550.0,1381.0,388.0,3
935,18879.15,19189.7,18802.3,,,,1000.0,864.0,727.0,,,,569.0,1381.0,393.0,3
940,19244.766666659998,19384.516666659998,19234.45,,,,1000.0,870.0,742.0,,,,556.0,1381.0,326.0,3
945,19357.0,19523.266666659998,19354.08333333,,,,1000.0,875.0,745.0,,,,555.0,1381.0,317.0,3
950,19570.4,19813.86666666,19534.5,,,,1000.0,887.0,750.0,,,,554.0,1381.0,340.0,3
955,19861.93333333,19750.35,19810.733333329998,,,,1000.0,888.0,760.0,,,,552.0,1381.0,339.0,3
960,19688.58333333,19754.7,19758.55,,,,1000.0,881.0,758.0,,,,559.0,1381.0,335.0,3
965,19756.0,19772.91666666,19767.3,,,,1000.0,880.0,757.0,,,,563.0,1381.0,367.0,3
970,19740.08333333,19942.5,19800.11666666,,,,1000.0,887.0,756.0,,,,561.0,1381.0,366.0,3
975,19957.983333329998,20200.983333329998,19975.266666659998,,,,1000.0,885.0,761.0,,,,562.0,1381.0,347.0,3
980,20233.38333333,20340.43333333,20173.83333333,,,,1000.0,891.0,765.0,,,,554.0,1381.0,356.0,3
985,20345.516666659998,20525.85,20310.766666659998,,,,1000.0,899.0,773.0,,,,558.0,1381.0,365.0,3
990,20578.61666666,20639.85,20556.8,,,,1000.0,903.0,782.0,,,,559.0,1381.0,343.0,3
995,20618.21666666,20759.233333329998,20640.85,,,,1000.0,904.0,784.0,,,,559.0,1381.0,307.0,3
1000,20686.18333333,20800.566666659997,20697.516666659998,,,,1000.0,905.0,786.0,,,,561.0,1381.0,337.0,3
1005,20832.96666666,20790.55,20792.0,,,,1000.0,904.0,789.0,,,,557.0,1381.0,323.0,3
1010,20801.21666666,20797.46666666,20789.08333333,,,,1000.0,906.0,789.0,,,,553.0,1381.0,349.0,3
1015,20835.483333329998,21025.33333333,20794.7,,,,1000.0,915.0,793.0,,,,552.0,1381.0,242.0,3
1020,21077.15,21325.21666666,20999.21666666,,,,1000.0,928.0,801.0,,,,550.0,1381.0,314.0,3
1025,21301.4,21424.566666659997,21314.766666659998,,,,1000.0,931.0,811.0,,,,541.0,1381.0,351.0,3
1030,21473.71666666,21487.11666666,21433.58333333,,,,1000.0,933.0,815.0,,,,535.0,1381.0,364.0,3
1035,21475.46666666,21496.516666659998,21459.41666666,,,,1000.0,934.0,817.0,,,,542.0,1381.0,431.0,3
1040,21489.18333333,21495.16666666,21508.61666666,,,,1000.0,934.0,820.0,,,,553.0,1381.0,358.0,3
1045,21486.55,21444.91666666,21521.43333333,,,,1000.0,932.0,816.0,,,,553.0,1381.0,356.0,3
1050,21426.36666666,21423.733333329998,21411.95,,,,1000.0,930.0,810.0,,,,565.0,1381.0,305.0,3
1055,21455.46666666,21452.13333333,21460.38333333,,,,1000.0,931.0,812.0,,,,559.0,1381.0,342.0,3
1060,21443.4,21452.41666666,21450.13333333,,,,1000.0,931.0,811.0,,,,569.0,1381.0,349.0,3
1065,21428.66666666,21499.91666666,21463.36666666,,,,1000.0,933.0,810.0,,,,582.0,1381.0,313.0,3
1070,21490.65,21529.38333333,21508.266666659998,,,,1000.0,933.0,811.0,,,,588.0,1381.0,313.0,3
1075,21492.066666659997,21521.35,21531.05,,,,1000.0,931.0,809.0,,,,582.0,1381.0,357.0,3
1080,21509.21666666,21540.68333333,21522.68333333,,,,1000.0,931.0,809.0,,,,585.0,1381.0,314.0,3
1085,21555.266666659998,21622.13333333,21531.21666666,,,,1000.0,934.0,808.0,,,,595.0,1381.0,316.0,3
1090,21633.25,21635.3,21634.43333333,,,,1000.0,934.0,811.0,,,,600.0,1381.0,392.0,3
1095,21635.36666666,21613.66666666,21635.0,,,,1000.0,933.0,811.0,,,,589.0,1381.0,329.0,3
1100,21637.95,21658.55,21623.03333333,,,,1000.0,935.0,809.0,,,,580.0,1381.0,429.0,3
1105,21663.233333329998,21678.266666659998,21683.65,,,,1000.0,937.0,814.0,,,,580.0,1381.0,352.0,3
1110,21676.08333333,21724.8,21687.08333333,,,,1000.0,939.0,815.0,,,,574.0,1381.0,347.0,3
1115,21690.733333329998,21694.35,21674.016666659998,,,,1000.0,937.0,814.0,,,,578.0,1381.0,323.0,3
1120,21706.28333333,21701.61666666,21706.483333329998,,,,1000.0,937.0,815.0,,,,570.0,1381.0,353.0,3
1125,21698.86666666,21591.85,21702.18333333,,,,1000.0,933.0,814.0,,,,563.0,1381.0,601.0,3
1130,21596.36666666,21556.13333333,21585.93333333,,,,1000.0,931.0,811.0,,,,555.0,1381.0,298.0,3
1135,21573.65,21559.71666666,21542.16666666,,,,1000.0,929.0,805.0,,,,556.0,1381.0,337.0,3
1140,21577.46666666,21480.61666666,21576.75,,,,1000.0,934.0,807.0,,,,549.0,1381.0,407.0,3
1145,21569.13333333,21584.016666659998,21571.15,,,,1000.0,939.0,810.0,,,,545.0,1381.0,359.0,3
1150,21520.36666666,21455.55,21556.1,,,,1000.0,934.0,810.0,,,,549.0,1381.0,235.0,3
